seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	31837022	31837171	150	*	X017780	440034	31838114	31908587	70474	+	942	upstream	942	PAX6-AS1
chr11	31837022	31837171	150	*	X017780	5954	31838114	32127272	289159	+	942	upstream	942	RCN1
chr11	31837442	31837650	209	*	X017781	440034	31838114	31908587	70474	+	463	upstream	463	PAX6-AS1
chr11	31837442	31837650	209	*	X017781	5954	31838114	32127272	289159	+	463	upstream	463	RCN1
chr11	31838327	31838340	14	*	X017782	440034	31838114	31908587	70474	+	0	inside	212	PAX6-AS1
chr11	31838327	31838340	14	*	X017782	5954	31838114	32127272	289159	+	0	inside	212	RCN1
chr11	32455961	32456125	165	*	X017882	51352	32457285	32461620	4336	+	1159	upstream	1159	WT1-AS
chr11	32456468	32456587	120	*	X017883	51352	32457285	32461620	4336	+	697	upstream	697	WT1-AS
chr11	32457114	32457370	257	*	X017884	51352	32457285	32461620	4336	+	0	overlapStart	0	WT1-AS
chr11	32457114	32457370	257	*	X017884	7490	32409322	32457081	47760	-	32	upstream	32	WT1
chr11	32457413	32457772	360	*	X017885	51352	32457285	32461620	4336	+	0	inside	127	WT1-AS
chr11	32457413	32457772	360	*	X017885	7490	32409322	32457081	47760	-	331	upstream	331	WT1
chr11	32457938	32458087	150	*	X017886	7490	32409322	32457081	47760	-	856	upstream	856	WT1
chr11	32458916	32459035	120	*	X017887	7490	32409322	32457081	47760	-	1834	upstream	1834	WT1
chr11	32851703	32851867	165	*	X017902	79056	32851481	32879669	28189	+	0	inside	221	PRRG4
chr11	33797216	33797227	12	*	X017904	26273	33762490	33796071	33582	-	1144	upstream	1144	FBXO3
chr11	43962316	43962396	81	*	X018061	387763	43964106	43965433	1328	+	1709	upstream	1709	C11orf96
chr11	43962727	43962891	165	*	X018062	387763	43964106	43965433	1328	+	1214	upstream	1214	C11orf96
chr11	43963448	43963747	300	*	X018063	387763	43964106	43965433	1328	+	358	upstream	358	C11orf96
chr11	43963778	43963927	150	*	X018064	387763	43964106	43965433	1328	+	178	upstream	178	C11orf96
chr11	43963973	43964167	195	*	X018065	387763	43964106	43965433	1328	+	0	overlapStart	0	C11orf96
chr11	44331269	44331418	150	*	X018088	60529	44282278	44331716	49439	-	0	inside	297	ALX4
chr11	44331599	44331673	75	*	X018089	60529	44282278	44331716	49439	-	0	inside	42	ALX4
chr11	44331955	44332100	146	*	X018090	60529	44282278	44331716	49439	-	238	upstream	238	ALX4
chr11	44332139	44332273	135	*	X018091	60529	44282278	44331716	49439	-	422	upstream	422	ALX4
chr11	44332754	44332888	135	*	X018092	60529	44282278	44331716	49439	-	1037	upstream	1037	ALX4
chr11	44333331	44333480	150	*	X018093	60529	44282278	44331716	49439	-	1614	upstream	1614	ALX4
chr11	45307843	45307992	150	*	X018220	57586	45261853	45307884	46032	-	0	overlapStart	0	SYT13
chr11	45686769	45686918	150	*	X018400	8534	45669239	45687206	17968	-	0	inside	287	CHST1
chr11	45686988	45687041	54	*	X018401	8534	45669239	45687206	17968	-	0	inside	164	CHST1
chr11	45687406	45687518	113	*	X018402	8534	45669239	45687206	17968	-	199	upstream	199	CHST1
chr11	45687534	45687683	150	*	X018403	8534	45669239	45687206	17968	-	327	upstream	327	CHST1
chr11	45688674	45689018	345	*	X018404	8534	45669239	45687206	17968	-	1467	upstream	1467	CHST1
chr11	45742434	45742568	135	*	X018423	100507384	45743858	45746106	2249	+	1289	upstream	1289	LOC100507384
chr11	45743199	45743528	330	*	X018424	100507384	45743858	45746106	2249	+	329	upstream	329	LOC100507384
chr11	45743944	45744075	132	*	X018425	100507384	45743858	45746106	2249	+	0	inside	85	LOC100507384
chr11	45790963	45791082	120	*	X018445	374387	45792983	45793909	927	+	1900	upstream	1900	LINC02716
chr11	45792733	45792882	150	*	X018446	374387	45792983	45793909	927	+	100	upstream	100	LINC02716
chr11	45867002	45867121	120	*	X018452	1408	45868669	45904799	36131	+	1547	upstream	1547	CRY2
chr11	46299206	46299580	375	*	X018463	90993	46299228	46342972	43745	+	0	overlapStart	0	CREB3L1
chr11	46352361	46352525	165	*	X018469	8525	46354455	46402104	47650	+	1929	upstream	1929	DGKZ
chr11	46353921	46354100	180	*	X018470	8525	46354455	46402104	47650	+	354	upstream	354	DGKZ
chr11	46354177	46354760	584	*	X018471	8525	46354455	46402104	47650	+	0	overlapStart	0	DGKZ
chr11	46409110	46409413	304	*	X018474	1132	46406640	46408107	1468	-	1002	upstream	1002	CHRM4
chr11	46409452	46409641	190	*	X018475	1132	46406640	46408107	1468	-	1344	upstream	1344	CHRM4
chr11	46409785	46409889	105	*	X018476	1132	46406640	46408107	1468	-	1677	upstream	1677	CHRM4
chr11	46409942	46410061	120	*	X018477	1132	46406640	46408107	1468	-	1834	upstream	1834	CHRM4
chr11	47614963	47615712	750	*	X018485	114900	47611216	47615961	4746	-	0	inside	248	C1QTNF4
chr11	47615788	47616102	315	*	X018486	114900	47611216	47615961	4746	-	0	overlapStart	0	C1QTNF4
chr11	47616463	47616822	360	*	X018487	114900	47611216	47615961	4746	-	501	upstream	501	C1QTNF4
chr11	47616898	47617077	180	*	X018488	114900	47611216	47615961	4746	-	936	upstream	936	C1QTNF4
chr11	48264825	48264833	9	*	X018494	119764	48266656	48267567	912	+	1822	upstream	1822	OR4X2
chr11	57226448	57226500	53	*	X018523	349667	57228339	57244384	16046	+	1838	upstream	1838	RTN4RL2
chr11	57226531	57226680	150	*	X018524	349667	57228339	57244384	16046	+	1658	upstream	1658	RTN4RL2
chr11	57226786	57226905	120	*	X018525	349667	57228339	57244384	16046	+	1433	upstream	1433	RTN4RL2
chr11	57227071	57227460	390	*	X018526	349667	57228339	57244384	16046	+	878	upstream	878	RTN4RL2
chr11	57227641	57227765	125	*	X018527	349667	57228339	57244384	16046	+	573	upstream	573	RTN4RL2
chr11	57228281	57228345	65	*	X018528	349667	57228339	57244384	16046	+	0	overlapStart	0	RTN4RL2
chr11	57228406	57228846	441	*	X018529	349667	57228339	57244384	16046	+	0	inside	66	RTN4RL2
chr11	57282355	57282942	588	*	X018534	8501	57252004	57283192	31189	-	0	inside	249	SLC43A1
chr11	57416994	57417132	139	*	X018551	219539	57412560	57417417	4858	-	0	inside	284	YPEL4
chr11	57417560	57417773	214	*	X018552	219539	57412560	57417417	4858	-	142	upstream	142	YPEL4
chr11	57955965	57956084	120	*	X018589	219957	57957906	57958990	1085	+	1821	upstream	1821	OR9Q2
chr11	58694882	58695031	150	*	X018612	92292	58695102	58724543	29442	+	70	upstream	70	GLYATL1
chr11	58827719	58827730	12	*	X018622	283194	58701116	58825925	124810	-	1793	upstream	1793	LOC283194
chr11	58938510	58938629	120	*	X018634	23220	58938903	58976060	37158	+	273	upstream	273	DTX4
chr11	59223869	59223880	12	*	X018646	219983	59224434	59225378	945	+	553	upstream	553	OR4D6
chr11	59823684	59823848	165	*	X018674	932	59824101	59838588	14488	+	252	upstream	252	MS4A3
chr11	59952083	59952202	120	*	X018684	64231	59939080	59952139	13060	-	0	overlapStart	0	MS4A6A
chr11	60524399	60524421	23	*	X018728	219995	60524340	60544204	19865	+	0	inside	58	MS4A15
chr11	60969382	60969696	315	*	X018798	643834	60970984	60980350	9367	+	1287	upstream	1287	PGA3
chr11	60970566	60970700	135	*	X018799	643834	60970984	60980350	9367	+	283	upstream	283	PGA3
chr11	60970702	60970836	135	*	X018800	643834	60970984	60980350	9367	+	147	upstream	147	PGA3
chr11	61274865	61274984	120	*	X018809	100616470	61276068	61276129	62	+	1083	upstream	1083	MIR4488
chr11	61274865	61274984	120	*	X018809	390205	61276272	61278490	2219	+	1287	upstream	1287	LRRC10B
chr11	61275465	61275614	150	*	X018810	100616470	61276068	61276129	62	+	453	upstream	453	MIR4488
chr11	61275465	61275614	150	*	X018810	390205	61276272	61278490	2219	+	657	upstream	657	LRRC10B
chr11	61275660	61275764	105	*	X018811	100616470	61276068	61276129	62	+	303	upstream	303	MIR4488
chr11	61275660	61275764	105	*	X018811	390205	61276272	61278490	2219	+	507	upstream	507	LRRC10B
chr11	61275990	61276169	180	*	X018812	100616470	61276068	61276129	62	+	0	includeFeature	0	MIR4488
chr11	61275990	61276169	180	*	X018812	390205	61276272	61278490	2219	+	102	upstream	102	LRRC10B
chr11	61276215	61276252	38	*	X018813	390205	61276272	61278490	2219	+	19	upstream	19	LRRC10B
chr11	61347977	61348201	225	*	X018849	9066	61281188	61348344	67157	-	0	inside	142	SYT7
chr11	61349155	61349238	84	*	X018850	9066	61281188	61348344	67157	-	810	upstream	810	SYT7
chr11	61349509	61349763	255	*	X018851	9066	61281188	61348344	67157	-	1164	upstream	1164	SYT7
chr11	61349809	61349988	180	*	X018852	9066	61281188	61348344	67157	-	1464	upstream	1464	SYT7
chr11	61350169	61350408	240	*	X018853	9066	61281188	61348344	67157	-	1824	upstream	1824	SYT7
chr11	61976223	61976372	150	*	X018876	4246	61976140	61981411	5272	+	0	inside	82	SCGB2A1
chr11	62009208	62009372	165	*	X018879	10647	62009724	62012280	2557	+	351	upstream	351	SCGB1D2
chr11	62009598	62009732	135	*	X018880	10647	62009724	62012280	2557	+	0	overlapStart	0	SCGB1D2
chr11	62037738	62037887	150	*	X018888	4250	62037630	62040628	2999	+	0	inside	107	SCGB2A2
chr11	62689314	62689331	18	*	X018900	1128	62676151	62689012	12862	-	301	upstream	301	CHRM1
chr11	62689722	62689916	195	*	X018901	1128	62676151	62689012	12862	-	709	upstream	709	CHRM1
chr11	62690115	62690369	255	*	X018902	1128	62676151	62689012	12862	-	1102	upstream	1102	CHRM1
chr11	62690670	62691191	522	*	X018903	1128	62676151	62689012	12862	-	1657	upstream	1657	CHRM1
chr11	62752266	62752385	120	*	X018919	9356	62744069	62752495	8427	-	0	inside	109	SLC22A6
chr11	62752575	62752739	165	*	X018920	9356	62744069	62752495	8427	-	79	upstream	79	SLC22A6
chr11	62753121	62753300	180	*	X018921	9356	62744069	62752495	8427	-	625	upstream	625	SLC22A6
chr11	62784926	62784953	28	*	X018931	9376	62756626	62783317	26692	-	1608	upstream	1608	SLC22A8
chr11	62913462	62913596	135	*	X018945	283238	62847412	62911693	64282	-	1768	upstream	1768	SLC22A24
chr11	65553499	65553661	163	*	X019067	5017	65554505	65564690	10186	+	843	upstream	843	OVOL1
chr11	65553842	65554356	515	*	X019068	5017	65554505	65564690	10186	+	148	upstream	148	OVOL1
chr11	65600228	65600482	255	*	X019076	254122	65601410	65621172	19763	+	927	upstream	927	SNX32
chr11	65600723	65600821	99	*	X019077	254122	65601410	65621172	19763	+	588	upstream	588	SNX32
chr11	65600926	65601082	157	*	X019078	254122	65601410	65621172	19763	+	327	upstream	327	SNX32
chr11	65601118	65601267	150	*	X019079	254122	65601410	65621172	19763	+	142	upstream	142	SNX32
chr11	65601388	65601473	86	*	X019080	254122	65601410	65621172	19763	+	0	overlapStart	0	SNX32
chr11	66058991	66059125	135	*	X019082	256472	66059373	66064135	4763	+	247	upstream	247	TMEM151A
chr11	66059531	66059935	405	*	X019083	256472	66059373	66064135	4763	+	0	inside	157	TMEM151A
chr11	66186546	66186665	120	*	X019087	266743	66188475	66194177	5703	+	1809	upstream	1809	NPAS4
chr11	66186762	66187001	240	*	X019088	266743	66188475	66194177	5703	+	1473	upstream	1473	NPAS4
chr11	66187131	66187706	576	*	X019089	266743	66188475	66194177	5703	+	768	upstream	768	NPAS4
chr11	66187722	66187991	270	*	X019090	266743	66188475	66194177	5703	+	483	upstream	483	NPAS4
chr11	66188187	66188471	285	*	X019091	266743	66188475	66194177	5703	+	3	upstream	3	NPAS4
chr11	67407017	67407109	93	*	X019109	347853	67398774	67407031	8258	-	0	overlapStart	0	TBX10
chr11	67407210	67407344	135	*	X019110	347853	67398774	67407031	8258	-	178	upstream	178	TBX10
chr11	67407350	67407589	240	*	X019111	347853	67398774	67407031	8258	-	318	upstream	318	TBX10
chr11	67408220	67408489	270	*	X019112	347853	67398774	67407031	8258	-	1188	upstream	1188	TBX10
chr11	67408565	67408791	227	*	X019113	347853	67398774	67407031	8258	-	1533	upstream	1533	TBX10
chr11	68451071	68451150	80	*	X019136	51083	68451983	68458643	6661	+	832	upstream	832	GAL
chr11	68451286	68451525	240	*	X019137	51083	68451983	68458643	6661	+	457	upstream	457	GAL
chr11	68451590	68451944	355	*	X019138	51083	68451983	68458643	6661	+	38	upstream	38	GAL
chr11	68452024	68452110	87	*	X019139	51083	68451983	68458643	6661	+	0	inside	40	GAL
chr11	68452119	68452418	300	*	X019140	51083	68451983	68458643	6661	+	0	inside	135	GAL
chr11	69518867	69518992	126	*	X019156	9965	69513006	69519106	6101	-	0	inside	113	FGF19
chr11	69519156	69519412	257	*	X019157	9965	69513006	69519106	6101	-	49	upstream	49	FGF19
chr11	69519841	69520130	290	*	X019158	9965	69513006	69519106	6101	-	734	upstream	734	FGF19
chr11	69520343	69520651	309	*	X019159	9965	69513006	69519106	6101	-	1236	upstream	1236	FGF19
chr11	69590211	69590465	255	*	X019187	2249	69587797	69590171	2375	-	39	upstream	39	FGF4
chr11	69590586	69590759	174	*	X019188	2249	69587797	69590171	2375	-	414	upstream	414	FGF4
chr11	69591096	69591230	135	*	X019189	2249	69587797	69590171	2375	-	924	upstream	924	FGF4
chr11	69591285	69591434	150	*	X019190	2249	69587797	69590171	2375	-	1113	upstream	1113	FGF4
chr11	69591576	69591654	79	*	X019191	2249	69587797	69590171	2375	-	1404	upstream	1404	FGF4
chr11	69591694	69591905	212	*	X019192	2249	69587797	69590171	2375	-	1522	upstream	1522	FGF4
chr11	69592116	69592325	210	*	X019193	2249	69587797	69590171	2375	-	1944	upstream	1944	FGF4
chr11	69634295	69634323	29	*	X019201	2248	69624736	69634192	9457	-	102	upstream	102	FGF3
chr11	69634411	69634575	165	*	X019202	2248	69624736	69634192	9457	-	218	upstream	218	FGF3
chr11	69634591	69634770	180	*	X019203	2248	69624736	69634192	9457	-	398	upstream	398	FGF3
chr11	69634860	69635144	285	*	X019204	2248	69624736	69634192	9457	-	667	upstream	667	FGF3
chr11	69635235	69635369	135	*	X019205	2248	69624736	69634192	9457	-	1042	upstream	1042	FGF3
chr11	69635790	69635969	180	*	X019206	2248	69624736	69634192	9457	-	1597	upstream	1597	FGF3
chr11	69923124	69923169	46	*	X019234	55107	69924408	70035652	111245	+	1238	upstream	1238	ANO1
chr11	69923373	69923522	150	*	X019235	55107	69924408	70035652	111245	+	885	upstream	885	ANO1
chr11	69923590	69923754	165	*	X019236	55107	69924408	70035652	111245	+	653	upstream	653	ANO1
chr11	69923943	69924227	285	*	X019237	55107	69924408	70035652	111245	+	180	upstream	180	ANO1
chr11	71259099	71259323	225	*	X019255	3846	71259466	71260653	1188	+	142	upstream	142	KRTAP5-9
chr11	71259583	71259687	105	*	X019256	3846	71259466	71260653	1188	+	0	inside	116	KRTAP5-9
chr11	71274792	71274911	120	*	X019261	387273	71276609	71277666	1058	+	1697	upstream	1697	KRTAP5-10
chr11	71275062	71275316	255	*	X019262	387273	71276609	71277666	1058	+	1292	upstream	1292	KRTAP5-10
chr11	71275848	71275926	79	*	X019263	387273	71276609	71277666	1058	+	682	upstream	682	KRTAP5-10
chr11	71293556	71293840	285	*	X019273	440051	71292901	71293921	1021	-	0	inside	80	KRTAP5-11
chr11	71294678	71294845	168	*	X019274	440051	71292901	71293921	1021	-	756	upstream	756	KRTAP5-11
chr11	71295476	71295595	120	*	X019275	440051	71292901	71293921	1021	-	1554	upstream	1554	KRTAP5-11
chr11	71295712	71296041	330	*	X019276	440051	71292901	71293921	1021	-	1790	upstream	1790	KRTAP5-11
chr11	72326119	72326320	202	*	X019346	406931	72326107	72326174	68	-	0	overlapStart	0	MIR139
chr11	72326522	72326671	150	*	X019347	406931	72326107	72326174	68	-	347	upstream	347	MIR139
chr11	72327251	72327385	135	*	X019348	406931	72326107	72326174	68	-	1076	upstream	1076	MIR139
chr11	74442031	74442283	253	*	X019376	25884	74407474	74442186	34713	-	0	overlapStart	0	CHRDL2
chr11	74442510	74442525	16	*	X019377	25884	74407474	74442186	34713	-	323	upstream	323	CHRDL2
chr11	74442646	74442900	255	*	X019378	25884	74407474	74442186	34713	-	459	upstream	459	CHRDL2
chr11	74443025	74443174	150	*	X019379	25884	74407474	74442186	34713	-	838	upstream	838	CHRDL2
chr11	74950475	74950609	135	*	X019396	100507050	74951950	74954749	2800	+	1340	upstream	1340	TPBGL
chr11	74950830	74951039	210	*	X019397	100507050	74951950	74954749	2800	+	910	upstream	910	TPBGL
chr11	74951210	74951549	340	*	X019398	100507050	74951950	74954749	2800	+	400	upstream	400	TPBGL
chr11	74951570	74952059	490	*	X019399	100507050	74951950	74954749	2800	+	0	overlapStart	0	TPBGL
chr11	75141728	75141877	150	*	X019410	283212	75133438	75141674	8237	-	53	upstream	53	KLHL35
chr11	75142443	75142762	320	*	X019411	283212	75133438	75141674	8237	-	768	upstream	768	KLHL35
chr11	75236493	75236642	150	*	X019414	81544	75145685	75236599	90915	-	0	overlapStart	0	GDPD5
chr11	75379432	75379566	135	*	X019421	4135	75297963	75379479	81517	-	0	overlapStart	0	MAP6
chr11	75379882	75380271	390	*	X019422	4135	75297963	75379479	81517	-	402	upstream	402	MAP6
chr11	75380372	75380506	135	*	X019423	4135	75297963	75379479	81517	-	892	upstream	892	MAP6
chr11	75380602	75380706	105	*	X019424	4135	75297963	75379479	81517	-	1122	upstream	1122	MAP6
chr11	75479658	75479777	120	*	X019439	84649	75479778	75512581	32804	+	0	upstream	0	DGAT2
chr11	75479658	75479777	120	*	X019439	283214	75469500	75479692	10193	-	0	overlapStart	0	LOC283214
chr11	75479977	75480081	105	*	X019440	84649	75479778	75512581	32804	+	0	inside	198	DGAT2
chr11	75479977	75480081	105	*	X019440	283214	75469500	75479692	10193	-	284	upstream	284	LOC283214
chr11	75480127	75480452	326	*	X019441	283214	75469500	75479692	10193	-	434	upstream	434	LOC283214
chr11	75480633	75480797	165	*	X019442	283214	75469500	75479692	10193	-	940	upstream	940	LOC283214
chr11	75921377	75921511	135	*	X019451	7481	75897370	75921803	24434	-	0	inside	291	WNT11
chr11	75921872	75922006	135	*	X019452	7481	75897370	75921803	24434	-	68	upstream	68	WNT11
chr11	75922367	75922561	195	*	X019453	7481	75897370	75921803	24434	-	563	upstream	563	WNT11
chr11	75923207	75923356	150	*	X019454	7481	75897370	75921803	24434	-	1403	upstream	1403	WNT11
chr11	76381475	76381881	407	*	X019469	2615	76368568	76381791	13224	-	0	overlapStart	0	LRRC32
chr11	76381910	76382209	300	*	X019470	2615	76368568	76381791	13224	-	118	upstream	118	LRRC32
chr11	76382420	76382539	120	*	X019471	2615	76368568	76381791	13224	-	628	upstream	628	LRRC32
chr11	77185709	77185843	135	*	X019480	5058	77033060	77185108	152049	-	600	upstream	600	PAK1
chr11	78129482	78129601	120	*	X019482	9846	77926336	78128868	202533	-	613	upstream	613	GAB2
chr11	88798696	88798875	180	*	X019778	2915	88237744	88799113	561370	-	0	inside	237	GRM5
chr11	94134324	94134488	165	*	X019850	10888	94110477	94134585	24109	-	0	inside	96	GPR83
chr11	94134639	94134773	135	*	X019851	10888	94110477	94134585	24109	-	53	upstream	53	GPR83
chr11	94965395	94965529	135	*	X019864	143686	94898677	94965705	67029	-	0	inside	175	SESN3
chr11	98891384	98891503	120	*	X019881	53942	98891706	100229616	1337911	+	202	upstream	202	CNTN5
chr11	98891645	98891713	69	*	X019882	53942	98891706	100229616	1337911	+	0	overlapStart	0	CNTN5
chr11	101454540	101454644	105	*	X019900	7225	101322295	101454659	132365	-	0	inside	14	TRPC6
chr11	105480406	105480675	270	*	X019912	2893	105480800	105852819	372020	+	124	upstream	124	GRIA4
chr11	105480806	105481030	225	*	X019913	2893	105480800	105852819	372020	+	0	inside	5	GRIA4
chr11	106889167	106889333	167	*	X019919	2977	106544738	106889171	344434	-	0	overlapStart	0	GUCY1A2
chr11	106889520	106889654	135	*	X019920	2977	106544738	106889171	344434	-	348	upstream	348	GUCY1A2
chr11	107460882	107460986	105	*	X019924	55531	107461817	107537505	75689	+	830	upstream	830	ELMOD1
chr11	107460882	107460986	105	*	X019924	643923	107462471	107463949	1479	+	1484	upstream	1484	NA
chr11	107461002	107461067	66	*	X019925	55531	107461817	107537505	75689	+	749	upstream	749	ELMOD1
chr11	107461002	107461067	66	*	X019925	643923	107462471	107463949	1479	+	1403	upstream	1403	NA
chr11	107461140	107461196	57	*	X019926	55531	107461817	107537505	75689	+	620	upstream	620	ELMOD1
chr11	107461140	107461196	57	*	X019926	643923	107462471	107463949	1479	+	1274	upstream	1274	NA
chr11	107461378	107461862	485	*	X019927	55531	107461817	107537505	75689	+	0	overlapStart	0	ELMOD1
chr11	107461378	107461862	485	*	X019927	643923	107462471	107463949	1479	+	608	upstream	608	NA
chr11	107462473	107462697	225	*	X019928	643923	107462471	107463949	1479	+	0	inside	1	NA
chr11	107462743	107462922	180	*	X019929	643923	107462471	107463949	1479	+	0	inside	271	NA
chr11	108466113	108466232	120	*	X019947	23086	108376158	108464374	88217	-	1738	upstream	1738	EXPH5
chr11	109291492	109291626	135	*	X019951	399947	109292846	109299893	7048	+	1219	upstream	1219	C11orf87
chr11	109292647	109292961	315	*	X019952	399947	109292846	109299893	7048	+	0	overlapStart	0	C11orf87
chr11	109293002	109293151	150	*	X019953	399947	109292846	109299893	7048	+	0	inside	155	C11orf87
chr11	112831517	112831696	180	*	X020134	4684	112831969	113149158	317190	+	272	upstream	272	NCAM1
chr11	112831877	112832086	210	*	X020135	4684	112831969	113149158	317190	+	0	overlapStart	0	NCAM1
chr11	113346287	113346371	85	*	X020223	1813	113280317	113346413	66097	-	0	inside	41	DRD2
chr11	113346622	113346756	135	*	X020224	1813	113280317	113346413	66097	-	208	upstream	208	DRD2
chr11	113347407	113347556	150	*	X020225	1813	113280317	113346413	66097	-	993	upstream	993	DRD2
chr11	113347957	113348076	120	*	X020226	1813	113280317	113346413	66097	-	1543	upstream	1543	DRD2
chr11	113348317	113348385	69	*	X020227	1813	113280317	113346413	66097	-	1903	upstream	1903	DRD2
chr11	113929101	113929280	180	*	X020331	7704	113930431	114121397	190967	+	1150	upstream	1150	ZBTB16
chr11	113929504	113929653	150	*	X020332	7704	113930431	114121397	190967	+	777	upstream	777	ZBTB16
chr11	113929909	113930103	195	*	X020333	7704	113930431	114121397	190967	+	327	upstream	327	ZBTB16
chr11	113930149	113930160	12	*	X020334	7704	113930431	114121397	190967	+	270	upstream	270	ZBTB16
chr11	113930384	113930600	217	*	X020335	7704	113930431	114121397	190967	+	0	overlapStart	0	ZBTB16
chr11	113930631	113931020	390	*	X020336	7704	113930431	114121397	190967	+	0	inside	199	ZBTB16
chr11	117857172	117857321	150	*	X020920	3587	117857106	117872199	15094	+	0	inside	65	IL10RA
chr11	117857397	117857531	135	*	X020921	3587	117857106	117872199	15094	+	0	inside	290	IL10RA
chr11	118023266	118023460	195	*	X020951	6330	118004092	118023630	19539	-	0	inside	169	SCN4B
chr11	118023660	118023835	176	*	X020952	6330	118004092	118023630	19539	-	29	upstream	29	SCN4B
chr11	118024031	118024209	179	*	X020953	6330	118004092	118023630	19539	-	400	upstream	400	SCN4B
chr11	118024272	118024418	147	*	X020954	6330	118004092	118023630	19539	-	641	upstream	641	SCN4B
chr11	118025034	118025260	227	*	X020955	6330	118004092	118023630	19539	-	1403	upstream	1403	SCN4B
chr11	118134975	118135124	150	*	X020989	10205	118124131	118135251	11121	-	0	inside	126	MPZL2
chr11	118135979	118136128	150	*	X020990	10205	118124131	118135251	11121	-	727	upstream	727	MPZL2
chr11	118174155	118174304	150	*	X020998	916	118175295	118186890	11596	+	990	upstream	990	CD3E
chr11	118175370	118175474	105	*	X020999	916	118175295	118186890	11596	+	0	inside	74	CD3E
chr11	119187567	119187589	23	*	X021011	4162	119179234	119187840	8607	-	0	inside	250	MCAM
chr11	120105702	120105851	150	*	X021196	25833	120107349	120190653	83305	+	1497	upstream	1497	POU2F3
chr11	120136752	120137096	345	*	X021217	649133	120120468	120136641	16174	-	110	upstream	110	LOC649133
chr11	120137787	120137981	195	*	X021218	649133	120120468	120136641	16174	-	1145	upstream	1145	LOC649133
chr11	121161702	121161702	1	*	X021431	6309	121163388	121184119	20732	+	1685	upstream	1685	SC5D
chr11	122852165	122852299	135	*	X021540	390259	122848357	122852379	4023	-	0	inside	79	BSX
chr11	122852585	122852749	165	*	X021541	390259	122848357	122852379	4023	-	205	upstream	205	BSX
chr11	122853196	122853345	150	*	X021542	390259	122848357	122852379	4023	-	816	upstream	816	BSX
chr11	123253738	123253956	219	*	X021566	100616319	123252148	123252220	73	-	1517	upstream	1517	MIR4493
chr11	123525534	123525569	36	*	X021573	55800	123499895	123525315	25421	-	218	upstream	218	SCN3B
chr11	123525840	123525974	135	*	X021574	55800	123499895	123525315	25421	-	524	upstream	524	SCN3B
chr11	124439860	124439959	100	*	X021627	390275	124439965	124440945	981	+	5	upstream	5	OR8A1
chr11	124608764	124608837	74	*	X021644	4900	124609829	124617102	7274	+	991	upstream	991	NRGN
chr11	124609447	124609572	126	*	X021645	4900	124609829	124617102	7274	+	256	upstream	256	NRGN
chr11	125033708	125033812	105	*	X021674	63876	125034559	125303285	268727	+	746	upstream	746	PKNOX2
chr11	125033888	125034007	120	*	X021675	63876	125034559	125303285	268727	+	551	upstream	551	PKNOX2
chr11	125034113	125034262	150	*	X021676	63876	125034559	125303285	268727	+	296	upstream	296	PKNOX2
chr11	125034278	125034285	8	*	X021677	63876	125034559	125303285	268727	+	273	upstream	273	PKNOX2
chr11	125365858	125366139	282	*	X021852	9638	125315641	125366206	50566	-	0	inside	66	FEZ1
chr11	125614364	125614513	150	*	X021858	160065	125616188	125619743	3556	+	1674	upstream	1674	PATE1
chr11	125616016	125616150	135	*	X021859	160065	125616188	125619743	3556	+	37	upstream	37	PATE1
chr11	125774726	125774859	134	*	X021869	83480	125763380	125773116	9737	-	1609	upstream	1609	PUS3
chr11	125774920	125775054	135	*	X021870	83480	125763380	125773116	9737	-	1803	upstream	1803	PUS3
chr11	128566913	128567047	135	*	X022039	100507392	128561567	128565918	4352	-	994	upstream	994	SENCR
chr11	128759470	128759583	114	*	X022080	3762	128761313	128787951	26639	+	1729	upstream	1729	KCNJ5
chr11	128759929	128760033	105	*	X022081	3762	128761313	128787951	26639	+	1279	upstream	1279	KCNJ5
chr11	128760169	128760363	195	*	X022082	3762	128761313	128787951	26639	+	949	upstream	949	KCNJ5
chr11	128760544	128760783	240	*	X022083	3762	128761313	128787951	26639	+	529	upstream	529	KCNJ5
chr11	128761009	128761047	39	*	X022084	3762	128761313	128787951	26639	+	265	upstream	265	KCNJ5
chr11	129685604	129686083	480	*	X022148	120224	129685741	129729898	44158	+	0	overlapStart	0	TMEM45B
chr11	130298442	130298526	85	*	X022160	11095	130274818	130298539	23722	-	0	inside	12	ADAMTS8
chr11	130298542	130298781	240	*	X022161	11095	130274818	130298539	23722	-	2	upstream	2	ADAMTS8
chr11	130300507	130300626	120	*	X022162	11095	130274818	130298539	23722	-	1967	upstream	1967	ADAMTS8
chr11	133401970	133402119	150	*	X022318	4978	132284875	133402403	1117529	-	0	inside	283	OPCML
chr11	133827763	133827889	127	*	X022344	22997	133778520	133826649	48130	-	1113	upstream	1113	IGSF9B
chr11	133828280	133828429	150	*	X022345	22997	133778520	133826649	48130	-	1630	upstream	1630	IGSF9B
chr11	133900583	133900702	120	*	X022385	100128239	133902167	133911236	9070	+	1464	upstream	1464	LINC02731
chr11	133901123	133901429	307	*	X022386	100128239	133902167	133911236	9070	+	737	upstream	737	LINC02731
chr11	133938878	133938997	120	*	X022396	83700	133938820	134021652	82833	+	0	inside	57	JAM3
